content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
Nice anniversary reward you have there mhy,3,2025-03-05 13:20:02,positive,2,0.9769310355186462
My ID is literally Cursed i am on ar 56 and still only have frikin 4 chosen 5 star and one 1 5 star weapon that i wanted !! Idk if this is bug or what but I'm quitting permanently cause I'm literally the unluckiest person of the game,1,2025-03-05 13:11:23,negative,0,0.9107630848884583
Very Nice game All Anime Lover Download This Game ❤️,5,2025-03-05 13:01:13,positive,2,0.9945717453956604
You need to add more languages. It would be great if you add Bengali and Indian languages. The game is gaining popularity in India. Adding Indian languages will make it more popular.,4,2025-03-05 12:55:10,neutral,1,0.6793534755706787
"Genshin Impact is a fun game, but the Gacha system is a complete mess for F2P players. After hours of grinding, I lose all my Primos with almost no chance of getting the character I want, even when you claim there are 'increased chances.' Most of the time, I end up with characters not even on the banner. This is infuriating! Games should be for player enjoyment, not to trap us in a broken system that forces you to spend money to get anywhere. It's a total SCAM.",1,2025-03-05 12:55:08,negative,0,0.9811118245124817
Forced co-op for primos during events isn't fun.,3,2025-03-05 12:29:59,negative,0,0.9876011610031128
"It's quite reasonable, and pretty cool, recommend playing",5,2025-03-05 12:27:34,positive,2,0.6969361901283264
"No story skip/Event button. Hoyo is anti critics and never listen to their own playerbase, and keep sucking them dry for money. Natlan so disappointing that they made the region P2W, and for 4 years no skip button and avg of 9hrs in game story time is insane.",1,2025-03-05 12:26:05,negative,0,0.9822320938110352
Best game in the world 🌎❤️❤️,5,2025-03-05 12:26:02,positive,2,0.9525948166847229
"Amazing, never stop playing, this best game ever",5,2025-03-05 12:21:51,positive,2,0.9832969903945923
Best game graphics and story line I am impress,5,2025-03-05 12:19:39,positive,2,0.9852580428123474
Wuthering Waves is a better alternative This game is for easily exploitable minors. -minigames are 2 ez -colors are over saturated -story is baby clarified -quality of life features are being held back for when the game is older -game mechanics only builds on top of wut they alrdy hav,1,2025-03-05 12:10:06,negative,0,0.9319514632225037
Give me primogems,5,2025-03-05 12:07:17,neutral,1,0.8380760550498962
Without voice artist game seems dead to me we need voice artist back,1,2025-03-05 11:54:56,negative,0,0.9852498173713684
1 star lang kasi hindi mo binigay saakin si furina!!!! ganti ng api!!!!,1,2025-03-05 11:50:58,positive,2,0.8056049942970276
Make gaming 5 star,5,2025-03-05 11:38:37,neutral,1,0.5799407362937927
"please mihoyo,past banner which is clorinde I've all out on her but STILL got nothing but I believe you've got something better for me and yes now,there is wriothesley and I've just all out on him too and now my primogem is all GONEEE and I STILL GOT NOTHING!!!!PLEASE MIHOYO I'm an F2P player not like the other streamers 😊🙃 but i still enjoy playing your game and overall it really nice and the best experience i have ever so I'll put 4 stars😊",4,2025-03-05 11:05:07,positive,2,0.9842297434806824
I really like it... That's all...,5,2025-03-05 11:02:09,positive,2,0.9936137795448303
Good game,5,2025-03-05 10:14:36,positive,2,0.9216454029083252
It won't send me a verification code. I tried both of my emails and neither worked.,1,2025-03-05 09:20:49,neutral,1,0.7581536173820496
"Saya gabisa login karena menunggu verifikasi kode dari email baru diterima setelah 5menit, ketika input kodenya sudah expired",1,2025-03-05 09:15:15,neutral,1,0.564751923084259
ghatiya game mobile ultra HD main bhi tati hey graphic,1,2025-03-05 08:51:34,positive,2,0.9778634905815125
"the controls in this game are a disgrace and a horror. There is no way to change the button layout, the squad list only displays 3 characters, switching between them they constantly change places, which makes it impossible to make a quick rotation like on a PC, you should to add all 4 on list, the hands of the person who came up with this idea should be torn off. This is a disgrace and a slap in the face to mobile players from the developers, a disgrace - this cannot be fixed even after 4 years",1,2025-03-05 08:26:22,negative,0,0.9963983297348022
Bad,1,2025-03-05 08:11:02,negative,0,0.6153870820999146
Plz fix full screen problem. My poco f6 not full screen open.,3,2025-03-05 07:12:20,negative,0,0.9964499473571777
"Beautiful backgrounds, characters, and cool moves! But... you can't even hecking download it in mobile! What's the point if you can't even get logged in??",1,2025-03-05 07:11:16,neutral,1,0.8616387248039246
Good.love the game,5,2025-03-05 06:37:35,positive,2,0.9857032895088196
Nice game with best graphics and world.,5,2025-03-05 05:59:27,positive,2,0.9888793230056763
Ok,5,2025-03-05 05:36:56,neutral,1,0.6337649822235107
"Wow, how can a region fall off so bad after fontaine. With quality of life fixes and suggestions being ignorned and devs blatantly ignoring criticism and actual player feedback, I've just stopped playing.",1,2025-03-05 04:57:10,negative,0,0.8884863257408142
"Updated review 04.03.2025: Played since 1.0. At first, it was a pretty good game during the pandemic and whatnot. But recently it's not really that exciting anymore. After the peak that was Sumeru and Fontaine, Natlan feels bland. Like, in general. The only character I genuinely liked from that nation was Capitano. The game could do better, but I feel like they won't",2,2025-03-05 04:53:43,neutral,1,0.5385599136352539
"The gacha system are just horrible, you spend hours to collect the primos and never get the character that you want, the rate are very low",2,2025-03-05 04:43:56,negative,0,0.9941866397857666
"it so boring . don't wanna play anymorr, i can't get my furina at low pity😑",1,2025-03-05 04:24:13,negative,0,0.9780666828155518
"gak usah install ini game lagi, developernya kikir. QoL-nya juga gak ada perkembangan signifikan, apalagi apdet map Natlan makin ancur temanya. udahlah mending ke game sebelah aja, buat player pensi yg mikir mau kambek, mending jangan dulu deh, mending tunggu Snezhaya sekalian kalo memang masih penasaran sama storynya.",1,2025-03-05 04:14:03,positive,2,0.7421917915344238
"When you reach the end there's nothing to do but walk around picking mats. It's tediously boring! There's nothing remotely fun in these dry patches. It's an okay game, really, but when you beat the story and have to get quests from daily commissions it's horrible.",2,2025-03-05 03:58:02,negative,0,0.9778573513031006
O gacha definitivo,5,2025-03-05 03:51:37,positive,2,0.5792005062103271
1 atar because i lost my 50 50,1,2025-03-05 03:12:19,negative,0,0.5238597989082336
My six year old can't stop beating it after he downloaded the game. He beats it for hours on end,1,2025-03-05 03:09:44,positive,2,0.5995345115661621
This is So Awesome I love This Game 😍❤️,5,2025-03-05 02:19:32,positive,2,0.9899729490280151
"Game used to be incredibly fun and magical. Such a shame the absolute and never ending greed and increasingly exploitative predation of the company towards the players has ruined it. Game became ""too big to fail"" so the devs never bother to innovate or listen to their players wants. Only thing they see in this product are $$$, and the players are their means of getting as much of it as possible, with as little effort put in as possible. Game meant a lot to me during some hard times. A shame",1,2025-03-05 01:50:15,negative,0,0.9313101172447205
Best Game,5,2025-03-05 01:40:37,positive,2,0.9188457727432251
Everything is ok. They just need to add a way to join a different server and keep you data from the previous server.,4,2025-03-05 01:28:10,neutral,1,0.9352387189865112
"The best open world game all over the play store reminds me of Zelda and Horizon Zero dawn...... being honest there is no cons what so ever, this console level experience in the palm of your hands.Really loved it.",5,2025-03-05 01:15:53,positive,2,0.9891407489776611
Good,5,2025-03-05 00:53:25,positive,2,0.8451585173606873
After natlan I somehow didn't enjoyed this game.,3,2025-03-05 00:42:06,negative,0,0.7000400424003601
The event sucks. Not f2p friendly lol,1,2025-03-05 00:29:38,negative,0,0.9917801022529602
This is such a best game at no cost available on all platforms and also the graphics gives a vibe of happiness and joy and the small games and events give very happy moments to me and also the character designs are good,5,2025-03-05 00:22:43,positive,2,0.9968572854995728
"Honestly since Natlan released it feels like a completely different game and it's quite boring and it feels like the devs just want people to spend money, not actually enjoy any of the characters or storylines. Might come back if they go back to Fontaine's standards.",1,2025-03-05 00:10:48,negative,0,0.9765843749046326
"I love this game, I have so much fun playing it and I love most of its features, the story and game play is amazing, the soundtrack is awesome and farming in this game is very fun, I've been playing this for almost 2 years but I fear I might have to quit soon, this game takes up too much storage space for mobile players. Edit: I quit a while ago, I dont like this game. It's too repetitive and the fans are weird",1,2025-03-05 00:09:43,neutral,1,0.4988258183002472
Best game ever I haven't been seen,5,2025-03-04 23:59:59,positive,2,0.903581440448761
"เลิกละ เกมทรงดี แต่ไม่ฟังเสียงผู้เล่น เควสเทพเจ้ากับอีเวนท์ก็แบบเดิม คุยกับคนอื่นไปทั่ว ไม่มีความจำเป็นต้องทำแบบนั้น ยืดยาว skip ได้ต้องมีละ สำรวจก็ค่อนข้างดี เควสโลก,lore,เพลงเนี่ยดีสุดละ ที่เหลือก็ไม่ได้ดีมาก คอมแบทลื่น แต่น่าเบื่อ กด e q แล้วก็ออก ไม่มีมิติในคอมแบทเท่าไร ขาดความสนุก ออกแบบตัวใหม่บางทีก็ไม่ได้ว้าว ซ้ำๆ เรื่องอาร์ติแฟค ถ้าฟามจนพอใจก็มองข้ามไปได้ เหนื่อยแค่ตอนแรก อีเวนต์ทั้งหลายก็ดีแต่ขอให้ไม่ออกนอกลู่นอกทาง คาดหวังเกมแอคชั่น rpg อีเวนท์ต่อสู้แทบไม่มีเท่าไรเลย ด้วยความหวังดี",3,2025-03-04 23:43:34,neutral,1,0.9621695876121521
Tried to pull for Wriothesley but got Mona instead wasting 90 pulls. I hate this game so much. At least in Wuthering Waves I get the characters I pulled for without getting other characters.,1,2025-03-04 23:26:28,negative,0,0.9358261227607727
I never get a five star even with the capturing radiance,1,2025-03-04 23:25:01,negative,0,0.6453272104263306
Preety impressive game🍓🍓🍓🎀🎀,5,2025-03-04 23:18:29,positive,2,0.7984309792518616
"from 5 sttar to one star, thanks for gatekeeping more rewards hoyo, you are now incredibly bad",1,2025-03-04 22:47:17,neutral,1,0.5166596174240112
it's better than weathering waves😤😤😤,1,2025-03-04 22:44:56,positive,2,0.8974215984344482
"I used to absaloutly loved it especially the amazing quests in sumeru with IlDottore but after fontaine with the release of natlan i think the game has been going in a very different direction, Fan service characters and not releasing as many male characters slowly turning the game into a pay to win waifu game. Farming is very difficult with only being able to get a couple artifcats that are any good and only being able to get specific materials on certain in-reallife days making it tedious.",2,2025-03-04 22:42:33,negative,0,0.8530581593513489
GOOD! GOOD! GOOD! One of the best game I've ever played in my life .. This game is absolutely fascinating!!!,5,2025-03-04 22:35:10,positive,2,0.9738403558731079
Its perfect i love it,5,2025-03-04 22:32:58,positive,2,0.9920782446861267
Very good game fascinating and amazing graphics,5,2025-03-04 22:25:15,positive,2,0.9898394346237183
Very addictive game Just some lag in server some time But very good 💯😊 game,4,2025-03-04 22:13:20,positive,2,0.9416507482528687
Literally every other game >>> genshin,1,2025-03-04 22:10:50,negative,0,0.5843701362609863
I like this app game,5,2025-03-04 22:09:52,positive,2,0.9863329529762268
Best and relaxing game I ever played,5,2025-03-04 22:04:47,positive,2,0.9795357584953308
Giving 1 star cuz u devs notice this respected sir/ma'am actually the thing is I wasn't knowing that genshine and honkai star rail isn't available for ps3 and I bought it without knowing much about ps can you please make these games available for ps3 as well plz,1,2025-03-04 21:52:32,positive,2,0.7946648001670837
GAME JELEK GAME SCAMMMMMM,1,2025-03-04 21:38:20,negative,0,0.9846633672714233
gameplay-nya kurang satset,2,2025-03-04 21:29:56,positive,2,0.7403185963630676
Trash,1,2025-03-04 21:17:57,negative,0,0.9788740277290344
An unforgettable adventure for those who love anime,5,2025-03-04 21:09:06,positive,2,0.9950161576271057
Perfect 🔥,5,2025-03-04 20:57:04,positive,2,0.8968794941902161
Gave Mona for 5 star on the featured banner.,1,2025-03-04 20:53:56,neutral,1,0.9687334895133972
"primo farming sucks, but graphics and the story is awesome but due to poor primo economy it's very hard to earn characters",2,2025-03-04 20:48:27,negative,0,0.6174699664115906
Very good,5,2025-03-04 20:47:57,positive,2,0.9726731181144714
Good game,5,2025-03-04 20:29:55,positive,2,0.9216454029083252
I love this game,5,2025-03-04 20:28:57,positive,2,0.9698373079299927
I like it,5,2025-03-04 20:24:17,positive,2,0.9947233200073242
Love the game just wish android had controller compatibility like iPhone ....,4,2025-03-04 20:23:31,positive,2,0.9558374285697937
Op,5,2025-03-04 19:59:41,neutral,1,0.344841331243515
gacha system is sick!,1,2025-03-04 19:36:14,negative,0,0.9920704960823059
This game is very good,5,2025-03-04 19:32:27,positive,2,0.984502375125885
Should add a skip dialogue option. Grinding starconches on lyrue beaches for Childe just sucks. My phone apso overheats everytime I play from 15 mins. But overall 5 stars.,5,2025-03-04 19:20:00,negative,0,0.9936320185661316
Worst game ever created in human history. To lvl up your character u need to schedule so that you can lvl and use that character. Don't even talk about worst gacha system in this game. They added 50/50 in weapon system 50/50 in character banner if you miss those 5* limited banner character we don't know when they will get there rerun. Just fix your game mihoyo it worse than wuwa.,1,2025-03-04 19:18:42,negative,0,0.9966290593147278
Perfect,5,2025-03-04 19:11:23,positive,2,0.8968794941902161
Today I got lost 50/50 by pulling on furina but I get qiqi for for the first constellation. This sucks pt. You don't have no idea how much I get spend more time to earn a farm on my priogems to get my Furina but the genshin didn't get me what I want for my character favorite. You deserved 1 star review for now. I hate you qiqi ( ཀ͝ ∧ ཀ͝ ),1,2025-03-04 19:03:15,negative,0,0.8716835975646973
"TO WHOEVER WHO CREATED THIS GAME, ILY ILY ILY, THE BEST GAME EVER",5,2025-03-04 18:52:22,positive,2,0.9707684516906738
"Imbis na Furina, Jean ang binigay",1,2025-03-04 18:37:22,neutral,1,0.6985483169555664
Good,5,2025-03-04 18:36:12,positive,2,0.8451585173606873
kawalang gana kayo,1,2025-03-04 18:15:29,positive,2,0.6910549998283386
"The story is boring, too long, there's no skip button or whatsoever. Also the pity system sucks. I'm already guaranteed and I still didn't get the character I wanted, AKA Wriothesley, when guaranteed, you're supposed to get the character easily but this time, I still didn't get the character. The new character designs sucks, natlan is boring and is straight up exhausting to continue the story. The new characters have boring splash arts, and designs, nothing cool or new whatsoever.",1,2025-03-04 18:13:19,negative,0,0.9976829290390015
ONE OF THE AWESOME GAME THAT I KNOW 🫡,5,2025-03-04 18:12:14,positive,2,0.9108605980873108
game kikir,3,2025-03-04 18:03:58,positive,2,0.6418576240539551
Trash,1,2025-03-04 17:59:00,negative,0,0.9788740277290344
i didnt get the wrio then got rage quit.,1,2025-03-04 17:57:52,negative,0,0.7414771318435669
"very good. the problem is i always lose to mona ON HARD PITY. Genshin, if you're reading this, i swear to you if i lose another 50/50 to mona SPECIFICALLY, i will give out bad ratings to your game. EVERY. SINGLE. ONE.",3,2025-03-04 17:54:03,neutral,1,0.48963847756385803
I lose 50/50 on wriothesley my pookie Wookie husband and you gave me dehya 😡😡😡 give me wriothesley 😭😭😭 wriothesley 😭😭😭 #iwantwriothesley,1,2025-03-04 17:49:31,negative,0,0.6750002503395081
This game is good but I have only problem about his character pull system it's cruel Because I lost continuously 3 times in a row 50 50 so this game the kinda Boring and for f2p players this a nightmare so please do something about this I play for the game Because of furina and now she come I just lose this is worse hoyo Verse,4,2025-03-04 17:47:02,negative,0,0.5981678366661072
It has many details that we can't see in payed games too,5,2025-03-04 17:43:35,negative,0,0.9120733141899109
Good,5,2025-03-04 17:39:33,positive,2,0.8451585173606873
Awesome game,5,2025-03-04 17:35:31,positive,2,0.9652504920959473
"I've been playing since day 1. Its highly addictive and I wouldn't recommend it for those younger than 15 y.o. bc of predatory monetization mechanics. But through this game I met a lot of friends irl and it will forever stay in my heart. If only the devs weren't so stingy with rewards, especially that since fontaine, core parts of kits are locked behind constellations. But game itself is great. Some bugs to fix: Xbalanque cape, mizuki quest bakus' hair and tassel.",5,2025-03-04 17:30:35,positive,2,0.9710917472839355
BISA GA KLO NGASIH RATE OFF DI PITY RENDAH GAK USAH 73 AN MMK,1,2025-03-04 17:23:57,neutral,1,0.6322966814041138
"Worst game ever..... Believe me it's no fun in this game, game developer will get rich, I recommend wuthering wave than genshin impact",1,2025-03-04 17:17:20,negative,0,0.9923219084739685
PLEASE!!! REMOVE THE LOSE 50/50!!!!,1,2025-03-04 17:15:10,negative,0,0.9485543966293335
Gooner game,5,2025-03-04 17:08:27,negative,0,0.6762153506278992
i just want to say genshin will never,1,2025-03-04 17:06:50,negative,0,0.5891291499137878
Enjoy playing it,5,2025-03-04 16:54:44,positive,2,0.9870124459266663
Good 😊,5,2025-03-04 16:37:34,positive,2,0.8451585173606873
This game is awesome! I really like this game.,5,2025-03-04 15:55:56,positive,2,0.9913418889045715
Natlan was lackluster compared to fontaine.,1,2025-03-04 15:42:51,neutral,1,0.3874487280845642
👍,5,2025-03-04 15:36:55,neutral,1,0.3864840567111969
I like the way the World quest and especially the Archon Quest progress throughout the game,5,2025-03-04 15:17:40,positive,2,0.9768351316452026
Fun,5,2025-03-04 14:56:28,positive,2,0.9832187294960022
"Very good game, amazing storyline and graphics, fun and diverse gameplays, everything is great on the game side. The one star i can't give them is because of the lack of rewards that actually feel rewarding. Edit: one year after my first review, they fixed a lot of things, leveling up characters is much more fun and easy, rewards are way better, there are more diverse gameplays with each new region, they finally earned their 5th star 🌟",5,2025-03-04 14:51:33,positive,2,0.9653069376945496
"Genshin impact deserve 1000 stars , cuz I have so historical about genshin impact and the reality gods who exist in real gods of seven and also in genshin impact too gods seven japan , it's super amazing, I am indian but praise to become Japanese , Hoyolab U guys are the best Ever Developers of the game , I have learnt alot from genshin impact thank u so much for this best reality anime game",5,2025-03-04 14:44:00,positive,2,0.9937905669212341
It's a fun open world game that I feel as grown alot in terms of content that its unfair to call it a BOTW clone now.,4,2025-03-04 14:24:00,neutral,1,0.6527926325798035
Nice ever game i play,5,2025-03-04 13:57:46,positive,2,0.9737076163291931
"My besto frendo hate the natlan community that's been go around wildly in the internet, their actions are kinda a bit childish on different gacha games that's been started lately for example they're saying ""this is a copy of *this game*"", i know your fans are very supportive and loyal to your games but their minds are a little bit twisted for thinking that every gacha games are a copy of yours, that's all thank you i hope you teach your gamers/fans/users some lesson.",1,2025-03-04 13:33:59,neutral,1,0.4891480803489685
Best graphics game ever seen bro this is becoming my favourite game . 👌,5,2025-03-04 12:54:08,positive,2,0.9921326041221619
I love this game it's very addictive I d want to put it down for long,5,2025-03-04 12:30:57,positive,2,0.890748143196106
"Because I keep loosing my 50/50 and I hate it, over all characters are pretty and beautiful scenery but I hate the 50/50 system hope my next pull is a 50/50 win, thank you hoyoverse",4,2025-03-04 12:18:53,neutral,1,0.8745443820953369
Fix low and divce lag free game playing pelies,5,2025-03-04 12:04:35,negative,0,0.996387243270874
"Out of all the games I have played till now, I personally like genshin impact the most but I have only one problem that I waste a lot of my time playing this game. And there is nothing bad in it, its graphics, story and characters are all the best That's why you should definitely try this game once, especially I like its music very much.",5,2025-03-04 12:00:53,positive,2,0.9924479722976685
Not rewarding enough for the effort needed to get something [Even then its NOT GUARANTEED] Absolute PAY TO WIN I don't recommend playing this game unless u want to spend some money else don't bother even downloading this trash,1,2025-03-04 11:47:04,negative,0,0.7354437708854675
Очень заметно как вы снизели шанс выпадение хороших артефактов.,1,2025-03-04 11:35:45,neutral,1,0.39121201634407043
It's such a good game with good characters I play it every day I can't stop,5,2025-03-04 11:12:05,positive,2,0.9960870742797852
Tolong beri aku Shogun di dunia nyata,1,2025-03-04 10:48:26,neutral,1,0.6867992281913757
This is the one of my favourite game and also I like the open world concept,5,2025-03-04 10:21:28,positive,2,0.9740367531776428
"hello I have been playing this game for about five years, but the characters are no longer interesting and diverse, and it seems that the game is only for girls, because out of fifteen characters (five stars), there is only one male character, and this is really awful, that is, only six percent.If you assigned the game to girls, then change the name of the game (for example, let it be a game for girls...)",1,2025-03-04 10:04:17,negative,0,0.9901565313339233
Best game in the world 😍🤩❤️💖,5,2025-03-04 09:56:14,positive,2,0.9525948166847229
I just give up this point,1,2025-03-04 09:50:25,negative,0,0.8867034316062927
"The games ok, the company and the community however are both not worth what you find in a septictank..still no controller support on android",1,2025-03-04 09:48:21,negative,0,0.9856722354888916
Good,5,2025-03-04 09:19:00,positive,2,0.8451585173606873
"I LOVE IT, I belive more and more Japanese updates are coming with V5.4 I belive is here right now I absolutely love it",5,2025-03-04 09:17:30,positive,2,0.9941599369049072
"there's an error when i do sacred sakura quest. i finished the puzzle and beat the enemy, but the npc from quest didn't appear and it's stuck 2/3. i stuck almost a year, i hope hoyo would fix this bug..because i can't clear the quest and it's really annoy me😬😬",2,2025-03-04 08:43:18,negative,0,0.9818281531333923
Customer service sooo good from me they literally give my account back in 4 days then being 20 days requirement I'm soo happy my account got back from hacker,5,2025-03-04 07:58:30,positive,2,0.8863041400909424
This is really amazing 😍😍😍😍😍😍,5,2025-03-04 07:50:05,positive,2,0.9834420084953308
Good,5,2025-03-04 07:45:31,positive,2,0.8451585173606873
"Please remove the options to delete paid weapon and add rollback option to any changes in weapons and artifats incase someone's account is hacked,wrong click or glitch etc.",1,2025-03-04 07:37:52,negative,0,0.9932491779327393
Bro I like this game but it take too much time to download resorse pack,5,2025-03-04 07:36:18,positive,2,0.852667510509491
It's amazing and fun but had to uninstall because it took up to much space,5,2025-03-04 07:31:57,positive,2,0.648576021194458
This game is a badass awesome I would like to play this game so far and I enjoy this game,5,2025-03-04 07:06:54,positive,2,0.9739820957183838
this game crashes on my phone after playing for about an hour 888+ processor please fix it,5,2025-03-04 06:56:49,negative,0,0.9965012073516846
Fav game BUT I KEEP CRASHING OUT GRRRRRRRRR😭🙏 I NEED 800 APOLOGEMS 👺,5,2025-03-04 06:28:22,neutral,1,0.5466967225074768
"Such an awesome game!! You can really tell how much love and time Hoyo put in this game for players!! There are so many haters when they just need to enjoy the game, love you hoyo!!",5,2025-03-04 05:11:04,positive,2,0.9843661785125732
If i could rate 0 stars I would. First step to saving this game is listening to the fan base 🤷‍♂️,1,2025-03-04 05:07:03,positive,2,0.6524279713630676
"It was wonderful but I had delete it due to my storage,FIVE STARSSS!!!!",5,2025-03-04 05:03:07,neutral,1,0.7232329249382019
Current event is trash and too difficult,1,2025-03-04 04:21:56,negative,0,0.9943880438804626
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2025-03-04 04:00:20,neutral,1,0.3864840567111969
Its super,5,2025-03-04 03:30:33,positive,2,0.7525928616523743
"They make events that not everyone can participate fully in, you're left feeling left out after struggling for days trying to achieve the event reward unable to. I really want the event reward and I'm going mad trying to get it, my characters are fully built, Max level and still can't do it. Very bad quest design where you have to sit through pages and pages of talking and dialogue when all you want to do is play the game, no skip button, this makes it even more annoying if you restart.",1,2025-03-04 02:37:06,negative,0,0.9968156218528748
I hate what has become of game. I hate the boring characters and I hate natlan. I wish characters like fontaine were back,1,2025-03-04 02:35:50,negative,0,0.9792303442955017
Natlan makes me sad,2,2025-03-04 02:07:08,negative,0,0.9667959213256836
"Despite all the company's mistakes, this game is certainly one of the best I've ever played! ♡",5,2025-03-04 02:05:18,positive,2,0.9799491763114929
"Great game all around, and if controller support for android finally gets added, this will be the best game I've ever played",5,2025-03-04 01:10:23,positive,2,0.9917163252830505
Just perfectly splendid,5,2025-03-04 00:44:19,positive,2,0.977001965045929
"This game is really fun! I had trouble with the Arcadia quest but I managed to complete it. It's really challenging and super fun. I really like it. But the part that annoys me is that it takes FOREVER to load the game when u first download it bcz for me it took ONE WHOLE HOUR and it annoys me really much but in rest, the game is great and it works properly!",5,2025-03-04 00:21:57,positive,2,0.9907965660095215
I love it but I wish It gave to more reward.,4,2025-03-04 00:17:20,neutral,1,0.6059460639953613
Very bad. Could not even open the game,1,2025-03-04 00:17:12,negative,0,0.980789840221405
Nice game 😍,5,2025-03-04 00:11:22,positive,2,0.870432436466217
"Honestly, I love genshin impact, it has good graphics and cool lore, beautiful places like inazuma, fontaine...(Extra) It's my favorite game, I play it daily, it's online and very fun, I love this game so much, but I don't get why people hate natlan, anyways, it's the best anime game!!",5,2025-03-04 00:06:13,positive,2,0.9927974343299866
"Promoting gambling in an way that children can have it, do not be fooled devs are not listening and they only want money that's for sure. If your only care in this game is when it gives you free primogems you are making this game even worse than it is because you are not actually caring for having fun while playing the game that you like and spent time and your own money on. Still playing this game only out of nostalgia but i beg for this game to change something before the lore will end.😭",3,2025-03-04 00:03:14,positive,2,0.6370888352394104
"I have played this game since it was launched. I stopped playing because of work, and Now playing it again so much has change and it has a bigger map. great open world visuals as usual. I hope you give more entertainment. For those Free to play players out there keep grinding. I played genshin because of its lore. keep up the good work!",5,2025-03-03 23:58:19,positive,2,0.980111300945282
👍best game ever,5,2025-03-03 23:25:48,positive,2,0.915415346622467
"This has become my comfort game, simple, beautiful and huge. You can enjoy the game and the story without focusing on the ""fan service"" as they say.",5,2025-03-03 23:00:12,positive,2,0.9890613555908203
"Playing 2.5 years,this is a really good game,but the problem a lot of small inconveniences,(can't skip conversations,can't farm too much materials,can't farm too much bounties for mora,can't have too much resin) and all this small inconveniences makes you feel uncomfortable and after a while you stop playing, because developers so focused on something that doesn't matter, overall my advice,is make your players happy and they would pay 10x more,because happiness, enjoyment - it is what we want.",1,2025-03-03 22:38:34,positive,2,0.7432361841201782
"The game starts off good. But it gets worse and worse the more you play, to the point where it becomes impossible to continue. Stay AWAY FROM THIS GAME. It is dangerous.",1,2025-03-03 22:29:45,negative,0,0.9273887872695923
"Honestly the game isn't bad it's the fan art and the community, yes the characters are definitely quite fan servicey, but still, it's a great game and the character design are unique to many other games, cut the slack and go complain about bloody blizzard entertainement or EA atleast genshins company doesn't force it's players to spend haenous amounts of money just to get one good character (i pulled candace on my first 10 wishes that are free).",5,2025-03-03 20:53:00,positive,2,0.9834474325180054
Highly recommended,5,2025-03-03 20:50:48,positive,2,0.9664303660392761
Why my Xiaomi 11 lite 5g ne not support 90 fps in this game Pls fix and I will give a 5 star for this game😁,3,2025-03-03 20:40:57,negative,0,0.9882783889770508
This game is beautiful I love what characters look they made,5,2025-03-03 20:31:56,positive,2,0.9931765198707581
A good game😍,5,2025-03-03 20:30:59,positive,2,0.8966464400291443
This game is nice but add more characters is more I could play genshin,4,2025-03-03 20:29:01,positive,2,0.8950093984603882
"It is best high graphics, with best storyline and adventures game I had played in my phone I love this game ♥️♥️♥️♥️",5,2025-03-03 20:25:25,positive,2,0.9920569062232971
I luv it,5,2025-03-03 20:24:24,positive,2,0.99038165807724
This game is awesome,5,2025-03-03 20:12:23,positive,2,0.9776125550270081
Good game,4,2025-03-03 19:41:26,positive,2,0.9216454029083252
"Why does Natlan characters are mostly female? I only saw Kinnich. Also Varesa, why does her gameplay looks like that? this is so fan service. I missed old genshin so much.",1,2025-03-03 19:40:29,neutral,1,0.4858715832233429
"no skin and no gender diversity while the game itself doesn't specifically stated to carter towards women lovers and white skin culture, natlan look like a cheap modern cowboy fantasy movie and it's progressing cheaply too with no good amount of character attachment. Huge dissapointment than previous versions.",1,2025-03-03 19:32:51,negative,0,0.9945822358131409
"After playing Genshin Impact for almost a year, I have learned of methods to torture myself that I hadn't previously known existed",5,2025-03-03 18:56:15,neutral,1,0.6818093657493591
great,5,2025-03-03 18:54:41,positive,2,0.8082208037376404
"I just started to play Genshin like i do every weekend, now i have a new phone with more space, it's been so beautiful. My 11 year old grandson gets me the harder ascension materials, 😄but i stopped for a minute to say, you are so very kind, i know i don't have to spend money in this game, because every day you provide so much, all for free. My mum has a ps4 and 5 and she's paid a lot of money for games, and you don't get the kindness that we get from this game. You're amazing, thank you 💞",5,2025-03-03 18:33:10,positive,2,0.9331967234611511
These game is so cool broo I think I am a anime character 😎👍🏻,5,2025-03-03 18:13:07,positive,2,0.9965651631355286
"I've always wanted to play this game, recently bought a new phone and installed this game, what can i say it's like emotion😌, so far i loved everything of this game (except summoning system - didn't get 5star character yet😁)",5,2025-03-03 18:00:39,positive,2,0.9458605051040649
"This game is top tier and absolutely high quality! From the amazing epic story and lores, to the immersive gameplay, the amazing soundtracks, the cool designs, the fun open-world adventure, the wishing system, and so many more. I do, however have a few suggestions. 1 is that there should be more diversity in the nations, especially in Natlan. I love Genshin, don't get me wrong, but this is one of the reasons of why Genshin gets negative feedbacks. 2 is to maybe have regular free daily awards.",5,2025-03-03 17:49:56,positive,2,0.9917968511581421
I love it all of it just amazing 5⭐️⭐️⭐️⭐️⭐️,5,2025-03-03 17:45:11,positive,2,0.9900326728820801
I like genshin,5,2025-03-03 17:34:36,positive,2,0.9457995295524597
No free character on 1 anniversary,1,2025-03-03 17:31:00,negative,0,0.9023804664611816
