Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State,Review_Text_sentiment,Review_Text_sentiment_num,Review_Text_sentiment_confidence
Clothing,Jeans,4,UPI,3,Could be better,Meghalaya,positive,2,0.750451922416687
Home & Kitchen,Vacuum Cleaner,3,UPI,2,Poor packaging,Odisha,negative,0,0.9881618618965149
Books,Comics,4,Debit Card,3,Fair deal,Odisha,positive,2,0.757193922996521
Clothing,T-Shirt,2,Credit Card,5,Highly recommend!,Sikkim,positive,2,0.9508875012397766
Clothing,Jeans,1,Credit Card,1,Terrible experience,Tamil Nadu,negative,0,0.9610510468482971
Beauty,Perfume,4,Debit Card,4,Would buy again,Maharashtra,positive,2,0.8037182092666626
Beauty,Shampoo,1,Credit Card,3,Could be better,Sikkim,positive,2,0.750451922416687
Clothing,Saree,2,Credit Card,5,Fantastic quality!,Telangana,positive,2,0.9278391599655151
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,3,Not bad,Uttarakhand,neutral,1,0.48498252034187317
Clothing,Jacket,5,Credit Card,1,Never buying again,Nagaland,negative,0,0.9667354226112366
Electronics,Tablet,5,Cash on Delivery,2,Product not as expected,Jharkhand,neutral,1,0.3900465667247772
Electronics,Smartwatch,2,UPI,4,Good quality,West Bengal,positive,2,0.9450585246086121
Electronics,Smartphone,4,Cash on Delivery,3,Could be better,Maharashtra,positive,2,0.750451922416687
Beauty,Perfume,3,Debit Card,4,Would buy again,Uttar Pradesh,positive,2,0.8037182092666626
Books,Comics,5,Cash on Delivery,4,Pretty decent,Andhra Pradesh,positive,2,0.8838034272193909
Books,Comics,1,Credit Card,2,Not satisfied,Mizoram,negative,0,0.9404667615890503
Electronics,Tablet,2,UPI,1,Defective item,Bihar,negative,0,0.9707651734352112
Electronics,Laptop,5,UPI,1,Defective item,Andhra Pradesh,negative,0,0.9707651734352112
Home & Kitchen,Cookware Set,1,UPI,2,Poor packaging,Madhya Pradesh,negative,0,0.9881618618965149
Home & Kitchen,Mixer Grinder,3,UPI,5,Fantastic quality!,Chhattisgarh,positive,2,0.9278391599655151
Beauty,Lipstick,5,Credit Card,5,Loved it!,Arunachal Pradesh,positive,2,0.7877822518348694
Books,Science Textbook,4,Credit Card,5,Fantastic quality!,Sikkim,positive,2,0.9278391599655151
Books,Children's Book,2,Cash on Delivery,1,Very bad product,Arunachal Pradesh,negative,0,0.9768244624137878
Home & Kitchen,Air Fryer,4,UPI,2,Poor packaging,Gujarat,negative,0,0.9881618618965149
Electronics,Tablet,3,Cash on Delivery,4,Would buy again,Himachal Pradesh,positive,2,0.8037182092666626
Books,Children's Book,3,UPI,3,Could be better,Tripura,positive,2,0.750451922416687
Electronics,Smartphone,1,Debit Card,2,Product not as expected,Uttar Pradesh,neutral,1,0.3900465667247772
Clothing,T-Shirt,1,Credit Card,1,Never buying again,Goa,negative,0,0.9667354226112366
Home & Kitchen,Cookware Set,2,Credit Card,2,Disappointed,Jharkhand,negative,0,0.986985981464386
Clothing,T-Shirt,3,Credit Card,2,Not satisfied,Sikkim,negative,0,0.9404667615890503
Home & Kitchen,Cookware Set,3,Credit Card,4,Pretty decent,Himachal Pradesh,positive,2,0.8838034272193909
Beauty,Lipstick,5,UPI,4,Would buy again,Chhattisgarh,positive,2,0.8037182092666626
Books,Biography,4,Cash on Delivery,2,Disappointed,Uttarakhand,negative,0,0.986985981464386
Beauty,Lipstick,1,Cash on Delivery,5,Fantastic quality!,Arunachal Pradesh,positive,2,0.9278391599655151
Books,Children's Book,1,Credit Card,3,Average,Tamil Nadu,neutral,1,0.4617282748222351
Beauty,Shampoo,2,UPI,1,Very bad product,Uttar Pradesh,negative,0,0.9768244624137878
Electronics,Smartphone,1,UPI,4,Satisfied with the product,Jharkhand,positive,2,0.9785903692245483
Beauty,Perfume,4,Cash on Delivery,1,Very bad product,Gujarat,negative,0,0.9768244624137878
Clothing,Jeans,2,Credit Card,5,Loved it!,Tripura,positive,2,0.7877822518348694
Clothing,Jacket,3,Debit Card,3,Fair deal,Nagaland,positive,2,0.757193922996521
Clothing,Jacket,5,Debit Card,5,Worth every rupee!,Arunachal Pradesh,positive,2,0.900964081287384
Electronics,Smartwatch,3,Cash on Delivery,4,Would buy again,Kerala,positive,2,0.8037182092666626
Home & Kitchen,Cookware Set,1,Cash on Delivery,4,Would buy again,Uttarakhand,positive,2,0.8037182092666626
Books,Science Textbook,2,Debit Card,1,Never buying again,Manipur,negative,0,0.9667354226112366
Clothing,T-Shirt,5,UPI,4,Would buy again,Bihar,positive,2,0.8037182092666626
Electronics,Laptop,1,UPI,4,Pretty decent,Punjab,positive,2,0.8838034272193909
Beauty,Face Cream,1,Debit Card,4,Good quality,West Bengal,positive,2,0.9450585246086121
Books,Science Textbook,2,Debit Card,2,Product not as expected,Sikkim,neutral,1,0.3900465667247772
Clothing,Saree,2,UPI,5,Highly recommend!,Telangana,positive,2,0.9508875012397766
Clothing,T-Shirt,1,Credit Card,2,Not satisfied,Nagaland,negative,0,0.9404667615890503
Clothing,Sneakers,4,Cash on Delivery,4,Pretty decent,West Bengal,positive,2,0.8838034272193909
Books,Science Textbook,1,Debit Card,1,Never buying again,Haryana,negative,0,0.9667354226112366
Books,Science Textbook,4,Debit Card,2,Not satisfied,Telangana,negative,0,0.9404667615890503
Home & Kitchen,Mixer Grinder,5,Debit Card,4,Good quality,Rajasthan,positive,2,0.9450585246086121
Books,Science Textbook,1,Debit Card,3,Not bad,Nagaland,neutral,1,0.48498252034187317
Home & Kitchen,Mixer Grinder,5,Debit Card,3,Could be better,Madhya Pradesh,positive,2,0.750451922416687
Books,Science Textbook,3,Debit Card,1,Never buying again,Haryana,negative,0,0.9667354226112366
Beauty,Hair Dryer,5,Debit Card,2,Quality could improve,Mizoram,positive,2,0.8631800413131714
Clothing,Sneakers,5,Credit Card,1,Waste of money,Uttar Pradesh,negative,0,0.994858980178833
Home & Kitchen,Vacuum Cleaner,3,UPI,5,Excellent product!,Uttar Pradesh,positive,2,0.9557949304580688
Beauty,Hair Dryer,3,Cash on Delivery,3,Okay product,Uttar Pradesh,positive,2,0.7045726180076599
Clothing,Saree,4,UPI,4,Value for money,Tamil Nadu,neutral,1,0.5708264708518982
Electronics,Smartwatch,2,Cash on Delivery,4,Would buy again,Jharkhand,positive,2,0.8037182092666626
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,1,Waste of money,Tamil Nadu,negative,0,0.994858980178833
Clothing,Saree,1,Credit Card,3,Average,Sikkim,neutral,1,0.4617282748222351
Home & Kitchen,Vacuum Cleaner,3,Debit Card,2,Disappointed,Arunachal Pradesh,negative,0,0.986985981464386
Electronics,Headphones,5,Credit Card,3,Not bad,Madhya Pradesh,neutral,1,0.48498252034187317
Clothing,Sneakers,4,Debit Card,2,Not satisfied,Madhya Pradesh,negative,0,0.9404667615890503
Beauty,Lipstick,5,UPI,2,Poor packaging,Maharashtra,negative,0,0.9881618618965149
Home & Kitchen,Air Fryer,1,UPI,3,Could be better,Uttar Pradesh,positive,2,0.750451922416687
Books,Science Textbook,1,Debit Card,4,Pretty decent,Sikkim,positive,2,0.8838034272193909
Clothing,T-Shirt,3,Credit Card,5,Highly recommend!,Karnataka,positive,2,0.9508875012397766
Electronics,Tablet,5,Debit Card,5,Highly recommend!,Nagaland,positive,2,0.9508875012397766
Clothing,Jacket,5,UPI,4,Pretty decent,Arunachal Pradesh,positive,2,0.8838034272193909
Books,Fiction Novel,5,Cash on Delivery,1,Defective item,Andhra Pradesh,negative,0,0.9707651734352112
Beauty,Perfume,2,Debit Card,4,Pretty decent,Telangana,positive,2,0.8838034272193909
Home & Kitchen,Air Fryer,4,Debit Card,1,Never buying again,Himachal Pradesh,negative,0,0.9667354226112366
Clothing,Sneakers,5,Credit Card,4,Value for money,Gujarat,neutral,1,0.5708264708518982
Home & Kitchen,Mixer Grinder,1,Credit Card,3,Fair deal,Punjab,positive,2,0.757193922996521
Electronics,Smartphone,3,Cash on Delivery,4,Would buy again,West Bengal,positive,2,0.8037182092666626
Books,Fiction Novel,5,Credit Card,3,Average,Tripura,neutral,1,0.4617282748222351
Books,Biography,3,Cash on Delivery,1,Terrible experience,West Bengal,negative,0,0.9610510468482971
Beauty,Lipstick,5,Debit Card,2,Poor packaging,West Bengal,negative,0,0.9881618618965149
Clothing,Saree,5,Debit Card,2,Quality could improve,Manipur,positive,2,0.8631800413131714
Clothing,Sneakers,3,Credit Card,5,Excellent product!,Uttarakhand,positive,2,0.9557949304580688
Beauty,Shampoo,4,UPI,3,Not bad,Haryana,neutral,1,0.48498252034187317
Electronics,Smartphone,2,UPI,1,Waste of money,Rajasthan,negative,0,0.994858980178833
Beauty,Shampoo,4,Cash on Delivery,4,Value for money,Tamil Nadu,neutral,1,0.5708264708518982
Books,Comics,1,Cash on Delivery,2,Not satisfied,Tamil Nadu,negative,0,0.9404667615890503
Clothing,Saree,3,UPI,2,Quality could improve,Rajasthan,positive,2,0.8631800413131714
Books,Fiction Novel,3,Debit Card,3,Okay product,Kerala,positive,2,0.7045726180076599
Beauty,Face Cream,5,Cash on Delivery,4,Value for money,Tripura,neutral,1,0.5708264708518982
Clothing,Saree,2,Cash on Delivery,1,Very bad product,Odisha,negative,0,0.9768244624137878
Electronics,Smartwatch,4,UPI,3,Okay product,Nagaland,positive,2,0.7045726180076599
Home & Kitchen,Water Purifier,4,UPI,1,Never buying again,Telangana,negative,0,0.9667354226112366
Clothing,T-Shirt,2,Credit Card,2,Poor packaging,Punjab,negative,0,0.9881618618965149
Beauty,Shampoo,2,UPI,4,Satisfied with the product,Gujarat,positive,2,0.9785903692245483
Beauty,Lipstick,1,Cash on Delivery,4,Would buy again,Tripura,positive,2,0.8037182092666626
Books,Science Textbook,2,Credit Card,4,Would buy again,Telangana,positive,2,0.8037182092666626
Beauty,Face Cream,2,Credit Card,3,Could be better,Gujarat,positive,2,0.750451922416687
Home & Kitchen,Mixer Grinder,1,Debit Card,5,Fantastic quality!,Jharkhand,positive,2,0.9278391599655151
Books,Biography,2,Credit Card,3,Average,Manipur,neutral,1,0.4617282748222351
Books,Children's Book,3,Debit Card,4,Value for money,Goa,neutral,1,0.5708264708518982
Books,Comics,1,Credit Card,2,Quality could improve,Sikkim,positive,2,0.8631800413131714
Books,Comics,4,Cash on Delivery,4,Value for money,Assam,neutral,1,0.5708264708518982
Clothing,T-Shirt,2,Debit Card,1,Never buying again,Goa,negative,0,0.9667354226112366
Beauty,Hair Dryer,4,Debit Card,1,Terrible experience,Goa,negative,0,0.9610510468482971
Home & Kitchen,Vacuum Cleaner,2,Cash on Delivery,3,Okay product,Telangana,positive,2,0.7045726180076599
Clothing,Saree,1,UPI,3,Average,Mizoram,neutral,1,0.4617282748222351
Electronics,Headphones,4,Cash on Delivery,5,Excellent product!,Bihar,positive,2,0.9557949304580688
Beauty,Face Cream,4,Credit Card,5,Loved it!,Madhya Pradesh,positive,2,0.7877822518348694
Home & Kitchen,Water Purifier,2,UPI,5,Highly recommend!,Arunachal Pradesh,positive,2,0.9508875012397766
Clothing,T-Shirt,3,Credit Card,1,Very bad product,Maharashtra,negative,0,0.9768244624137878
Beauty,Shampoo,2,Debit Card,2,Poor packaging,Himachal Pradesh,negative,0,0.9881618618965149
Clothing,Jacket,3,Credit Card,2,Disappointed,Nagaland,negative,0,0.986985981464386
Electronics,Smartwatch,2,Credit Card,2,Not satisfied,Himachal Pradesh,negative,0,0.9404667615890503
Electronics,Headphones,4,Credit Card,4,Good quality,Chhattisgarh,positive,2,0.9450585246086121
Books,Biography,3,Credit Card,1,Waste of money,Goa,negative,0,0.994858980178833
Books,Children's Book,1,Debit Card,1,Waste of money,Odisha,negative,0,0.994858980178833
Clothing,T-Shirt,3,Credit Card,5,Excellent product!,West Bengal,positive,2,0.9557949304580688
Books,Children's Book,1,Debit Card,5,Fantastic quality!,Himachal Pradesh,positive,2,0.9278391599655151
Beauty,Lipstick,3,Debit Card,3,Fair deal,Andhra Pradesh,positive,2,0.757193922996521
Beauty,Shampoo,5,Debit Card,3,Okay product,Karnataka,positive,2,0.7045726180076599
Books,Science Textbook,4,Credit Card,1,Waste of money,Manipur,negative,0,0.994858980178833
Beauty,Shampoo,3,UPI,2,Product not as expected,Tamil Nadu,neutral,1,0.3900465667247772
Electronics,Tablet,3,Cash on Delivery,5,Highly recommend!,Chhattisgarh,positive,2,0.9508875012397766
Clothing,T-Shirt,2,Credit Card,4,Satisfied with the product,Arunachal Pradesh,positive,2,0.9785903692245483
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,5,Loved it!,Chhattisgarh,positive,2,0.7877822518348694
Electronics,Smartwatch,3,Credit Card,2,Disappointed,Karnataka,negative,0,0.986985981464386
Beauty,Shampoo,4,Debit Card,4,Satisfied with the product,Punjab,positive,2,0.9785903692245483
Beauty,Shampoo,3,Debit Card,4,Would buy again,Arunachal Pradesh,positive,2,0.8037182092666626
Books,Children's Book,2,Debit Card,2,Not satisfied,Tripura,negative,0,0.9404667615890503
Home & Kitchen,Vacuum Cleaner,2,Cash on Delivery,5,Worth every rupee!,Rajasthan,positive,2,0.900964081287384
Beauty,Face Cream,5,Cash on Delivery,3,Average,Punjab,neutral,1,0.4617282748222351
Home & Kitchen,Vacuum Cleaner,3,UPI,1,Never buying again,Uttarakhand,negative,0,0.9667354226112366
Beauty,Hair Dryer,4,UPI,1,Terrible experience,Sikkim,negative,0,0.9610510468482971
Electronics,Tablet,4,UPI,5,Loved it!,Jharkhand,positive,2,0.7877822518348694
Beauty,Hair Dryer,2,Debit Card,3,Average,Meghalaya,neutral,1,0.4617282748222351
Beauty,Face Cream,3,Cash on Delivery,1,Never buying again,Uttar Pradesh,negative,0,0.9667354226112366
Electronics,Headphones,3,UPI,2,Disappointed,Odisha,negative,0,0.986985981464386
Beauty,Face Cream,5,Credit Card,2,Not satisfied,Nagaland,negative,0,0.9404667615890503
Electronics,Smartwatch,2,UPI,4,Satisfied with the product,Kerala,positive,2,0.9785903692245483
Electronics,Laptop,3,Debit Card,5,Highly recommend!,Assam,positive,2,0.9508875012397766
Clothing,T-Shirt,4,Cash on Delivery,1,Very bad product,Uttar Pradesh,negative,0,0.9768244624137878
Electronics,Tablet,4,Cash on Delivery,4,Satisfied with the product,Tamil Nadu,positive,2,0.9785903692245483
Home & Kitchen,Mixer Grinder,3,UPI,3,Average,Karnataka,neutral,1,0.4617282748222351
Clothing,T-Shirt,2,Credit Card,4,Good quality,Mizoram,positive,2,0.9450585246086121
Clothing,Sneakers,1,Cash on Delivery,3,Could be better,Haryana,positive,2,0.750451922416687
Beauty,Face Cream,5,Debit Card,4,Pretty decent,Goa,positive,2,0.8838034272193909
Books,Fiction Novel,2,UPI,3,Okay product,Mizoram,positive,2,0.7045726180076599
Electronics,Smartwatch,5,Debit Card,3,Not bad,Assam,neutral,1,0.48498252034187317
Home & Kitchen,Mixer Grinder,2,UPI,4,Good quality,Uttar Pradesh,positive,2,0.9450585246086121
Books,Fiction Novel,4,Credit Card,4,Would buy again,Mizoram,positive,2,0.8037182092666626
Clothing,Sneakers,3,Cash on Delivery,3,Fair deal,Goa,positive,2,0.757193922996521
Home & Kitchen,Cookware Set,1,UPI,1,Waste of money,Maharashtra,negative,0,0.994858980178833
Home & Kitchen,Vacuum Cleaner,2,Debit Card,4,Value for money,Nagaland,neutral,1,0.5708264708518982
Beauty,Lipstick,3,Debit Card,2,Disappointed,Nagaland,negative,0,0.986985981464386
Books,Children's Book,2,Credit Card,5,Loved it!,Madhya Pradesh,positive,2,0.7877822518348694
Home & Kitchen,Cookware Set,3,Debit Card,2,Product not as expected,Assam,neutral,1,0.3900465667247772
Books,Fiction Novel,2,Credit Card,3,Average,Kerala,neutral,1,0.4617282748222351
Home & Kitchen,Water Purifier,4,Credit Card,4,Good quality,Haryana,positive,2,0.9450585246086121
Clothing,T-Shirt,1,Credit Card,1,Defective item,Gujarat,negative,0,0.9707651734352112
Clothing,T-Shirt,2,Debit Card,5,Loved it!,Sikkim,positive,2,0.7877822518348694
Home & Kitchen,Mixer Grinder,1,Credit Card,3,Okay product,Karnataka,positive,2,0.7045726180076599
Beauty,Shampoo,4,Cash on Delivery,2,Poor packaging,Karnataka,negative,0,0.9881618618965149
Home & Kitchen,Water Purifier,1,UPI,4,Value for money,Kerala,neutral,1,0.5708264708518982
Home & Kitchen,Vacuum Cleaner,3,Cash on Delivery,2,Quality could improve,Jharkhand,positive,2,0.8631800413131714
Beauty,Lipstick,5,UPI,2,Poor packaging,Gujarat,negative,0,0.9881618618965149
Books,Children's Book,1,Credit Card,4,Satisfied with the product,Tripura,positive,2,0.9785903692245483
Books,Fiction Novel,5,Cash on Delivery,3,Okay product,Punjab,positive,2,0.7045726180076599
Home & Kitchen,Water Purifier,4,UPI,3,Could be better,Mizoram,positive,2,0.750451922416687
Electronics,Smartwatch,3,UPI,4,Pretty decent,Meghalaya,positive,2,0.8838034272193909
Beauty,Lipstick,5,Debit Card,4,Satisfied with the product,Nagaland,positive,2,0.9785903692245483
Books,Science Textbook,3,Credit Card,4,Would buy again,Uttarakhand,positive,2,0.8037182092666626
Home & Kitchen,Air Fryer,3,Credit Card,5,Fantastic quality!,Tripura,positive,2,0.9278391599655151
Home & Kitchen,Air Fryer,4,Cash on Delivery,5,Highly recommend!,Rajasthan,positive,2,0.9508875012397766
Beauty,Face Cream,2,Credit Card,5,Highly recommend!,Andhra Pradesh,positive,2,0.9508875012397766
Electronics,Headphones,4,Credit Card,5,Loved it!,Bihar,positive,2,0.7877822518348694
Books,Fiction Novel,3,Debit Card,2,Quality could improve,Sikkim,positive,2,0.8631800413131714
Books,Fiction Novel,5,Cash on Delivery,1,Defective item,Kerala,negative,0,0.9707651734352112
Home & Kitchen,Air Fryer,5,Credit Card,5,Worth every rupee!,Manipur,positive,2,0.900964081287384
Electronics,Tablet,1,Debit Card,4,Would buy again,Haryana,positive,2,0.8037182092666626
Clothing,Jacket,5,UPI,1,Very bad product,Rajasthan,negative,0,0.9768244624137878
Home & Kitchen,Cookware Set,5,Debit Card,4,Good quality,Punjab,positive,2,0.9450585246086121
Books,Fiction Novel,5,Debit Card,5,Excellent product!,Punjab,positive,2,0.9557949304580688
Electronics,Smartwatch,3,Credit Card,1,Defective item,Haryana,negative,0,0.9707651734352112
Electronics,Headphones,3,Debit Card,2,Poor packaging,Arunachal Pradesh,negative,0,0.9881618618965149
Clothing,Jacket,1,Cash on Delivery,1,Defective item,Sikkim,negative,0,0.9707651734352112
Clothing,T-Shirt,5,Debit Card,1,Never buying again,Karnataka,negative,0,0.9667354226112366
Clothing,Sneakers,4,Debit Card,1,Never buying again,Madhya Pradesh,negative,0,0.9667354226112366
Books,Children's Book,2,UPI,2,Not satisfied,Uttar Pradesh,negative,0,0.9404667615890503
Electronics,Tablet,4,Debit Card,1,Terrible experience,Bihar,negative,0,0.9610510468482971
Books,Fiction Novel,2,Credit Card,1,Never buying again,Madhya Pradesh,negative,0,0.9667354226112366
Clothing,Jeans,3,Cash on Delivery,5,Fantastic quality!,Himachal Pradesh,positive,2,0.9278391599655151
Electronics,Tablet,4,UPI,5,Excellent product!,Nagaland,positive,2,0.9557949304580688
Clothing,Jeans,3,Cash on Delivery,1,Terrible experience,Telangana,negative,0,0.9610510468482971
Clothing,Jacket,2,Credit Card,2,Not satisfied,Jharkhand,negative,0,0.9404667615890503
Electronics,Laptop,5,Debit Card,5,Excellent product!,Andhra Pradesh,positive,2,0.9557949304580688
Beauty,Perfume,5,Cash on Delivery,4,Good quality,Mizoram,positive,2,0.9450585246086121
Books,Children's Book,3,Credit Card,3,Could be better,Uttarakhand,positive,2,0.750451922416687
Beauty,Face Cream,1,Cash on Delivery,4,Pretty decent,Tripura,positive,2,0.8838034272193909
Books,Comics,3,Debit Card,2,Poor packaging,Kerala,negative,0,0.9881618618965149
Clothing,T-Shirt,2,Credit Card,1,Very bad product,Mizoram,negative,0,0.9768244624137878
Clothing,Saree,4,Credit Card,3,Okay product,Uttar Pradesh,positive,2,0.7045726180076599
Beauty,Hair Dryer,2,Cash on Delivery,5,Worth every rupee!,Mizoram,positive,2,0.900964081287384
Electronics,Tablet,4,Debit Card,5,Excellent product!,Manipur,positive,2,0.9557949304580688
Clothing,T-Shirt,3,Cash on Delivery,3,Fair deal,Meghalaya,positive,2,0.757193922996521
Beauty,Perfume,4,UPI,2,Poor packaging,Arunachal Pradesh,negative,0,0.9881618618965149
Clothing,Jeans,2,UPI,1,Waste of money,Jharkhand,negative,0,0.994858980178833
Beauty,Hair Dryer,5,Cash on Delivery,2,Quality could improve,Rajasthan,positive,2,0.8631800413131714
Beauty,Face Cream,1,Credit Card,2,Product not as expected,Gujarat,neutral,1,0.3900465667247772
Beauty,Lipstick,5,Credit Card,2,Quality could improve,Karnataka,positive,2,0.8631800413131714
Electronics,Smartphone,2,Cash on Delivery,1,Very bad product,Mizoram,negative,0,0.9768244624137878
Books,Biography,1,UPI,4,Satisfied with the product,Assam,positive,2,0.9785903692245483
Books,Science Textbook,5,Debit Card,4,Satisfied with the product,Bihar,positive,2,0.9785903692245483
Books,Science Textbook,4,UPI,1,Very bad product,Goa,negative,0,0.9768244624137878
Clothing,Jeans,5,Credit Card,2,Product not as expected,Tripura,neutral,1,0.3900465667247772
Electronics,Headphones,1,Debit Card,4,Good quality,Nagaland,positive,2,0.9450585246086121
Home & Kitchen,Water Purifier,1,Debit Card,1,Waste of money,Nagaland,negative,0,0.994858980178833
Books,Science Textbook,2,Debit Card,1,Never buying again,Andhra Pradesh,negative,0,0.9667354226112366
Books,Science Textbook,2,UPI,1,Terrible experience,Rajasthan,negative,0,0.9610510468482971
Clothing,Jeans,2,Debit Card,2,Product not as expected,Assam,neutral,1,0.3900465667247772
Books,Science Textbook,1,UPI,3,Not bad,Gujarat,neutral,1,0.48498252034187317
Clothing,Sneakers,3,Debit Card,3,Could be better,Sikkim,positive,2,0.750451922416687
Books,Biography,1,Debit Card,5,Worth every rupee!,Rajasthan,positive,2,0.900964081287384
Electronics,Laptop,2,UPI,5,Fantastic quality!,Tripura,positive,2,0.9278391599655151
Electronics,Headphones,4,Debit Card,5,Loved it!,Gujarat,positive,2,0.7877822518348694
Books,Children's Book,5,UPI,2,Quality could improve,West Bengal,positive,2,0.8631800413131714
Home & Kitchen,Cookware Set,3,Credit Card,5,Excellent product!,Sikkim,positive,2,0.9557949304580688
Beauty,Perfume,4,Cash on Delivery,3,Fair deal,Maharashtra,positive,2,0.757193922996521
Books,Comics,4,Cash on Delivery,4,Satisfied with the product,Uttarakhand,positive,2,0.9785903692245483
Books,Children's Book,2,Cash on Delivery,1,Never buying again,Bihar,negative,0,0.9667354226112366
Electronics,Smartphone,1,UPI,3,Okay product,Gujarat,positive,2,0.7045726180076599
Home & Kitchen,Water Purifier,2,UPI,4,Pretty decent,Nagaland,positive,2,0.8838034272193909
Books,Science Textbook,3,UPI,3,Could be better,Uttarakhand,positive,2,0.750451922416687
Books,Children's Book,1,Debit Card,3,Not bad,Tamil Nadu,neutral,1,0.48498252034187317
Home & Kitchen,Water Purifier,3,Debit Card,1,Very bad product,Telangana,negative,0,0.9768244624137878
Home & Kitchen,Air Fryer,2,Cash on Delivery,5,Loved it!,Tripura,positive,2,0.7877822518348694
Beauty,Perfume,2,UPI,5,Loved it!,Maharashtra,positive,2,0.7877822518348694
Clothing,Sneakers,5,UPI,2,Product not as expected,Rajasthan,neutral,1,0.3900465667247772
Beauty,Face Cream,1,Credit Card,2,Disappointed,Uttarakhand,negative,0,0.986985981464386
Electronics,Smartwatch,2,UPI,1,Never buying again,Assam,negative,0,0.9667354226112366
Clothing,Jeans,5,Cash on Delivery,1,Defective item,Telangana,negative,0,0.9707651734352112
Clothing,Sneakers,3,Credit Card,3,Could be better,Sikkim,positive,2,0.750451922416687
Home & Kitchen,Air Fryer,3,Credit Card,3,Could be better,Chhattisgarh,positive,2,0.750451922416687
Electronics,Laptop,1,UPI,3,Not bad,Andhra Pradesh,neutral,1,0.48498252034187317
Home & Kitchen,Cookware Set,3,Debit Card,4,Good quality,Manipur,positive,2,0.9450585246086121
Books,Comics,3,Credit Card,5,Loved it!,Tamil Nadu,positive,2,0.7877822518348694
Clothing,Jeans,1,Cash on Delivery,5,Highly recommend!,Karnataka,positive,2,0.9508875012397766
Home & Kitchen,Air Fryer,5,UPI,1,Never buying again,Arunachal Pradesh,negative,0,0.9667354226112366
Electronics,Headphones,2,Cash on Delivery,3,Could be better,Assam,positive,2,0.750451922416687
Electronics,Laptop,2,UPI,3,Okay product,Assam,positive,2,0.7045726180076599
Home & Kitchen,Water Purifier,1,UPI,1,Defective item,Arunachal Pradesh,negative,0,0.9707651734352112
Electronics,Smartwatch,5,UPI,2,Product not as expected,Goa,neutral,1,0.3900465667247772
Electronics,Smartwatch,1,UPI,1,Waste of money,Uttar Pradesh,negative,0,0.994858980178833
Home & Kitchen,Water Purifier,5,Debit Card,2,Quality could improve,Himachal Pradesh,positive,2,0.8631800413131714
Books,Children's Book,3,Cash on Delivery,4,Satisfied with the product,Nagaland,positive,2,0.9785903692245483
Clothing,Sneakers,1,Debit Card,1,Waste of money,Assam,negative,0,0.994858980178833
Beauty,Lipstick,5,UPI,2,Quality could improve,Odisha,positive,2,0.8631800413131714
Books,Children's Book,3,Debit Card,5,Worth every rupee!,Uttarakhand,positive,2,0.900964081287384
Books,Biography,2,Credit Card,3,Could be better,Haryana,positive,2,0.750451922416687
Clothing,T-Shirt,3,Debit Card,5,Worth every rupee!,Himachal Pradesh,positive,2,0.900964081287384
Clothing,Sneakers,3,Cash on Delivery,5,Loved it!,Maharashtra,positive,2,0.7877822518348694
Books,Science Textbook,1,UPI,1,Defective item,Madhya Pradesh,negative,0,0.9707651734352112
Clothing,Jeans,1,UPI,3,Not bad,Manipur,neutral,1,0.48498252034187317
Books,Comics,2,Debit Card,5,Loved it!,Rajasthan,positive,2,0.7877822518348694
Beauty,Perfume,1,Credit Card,1,Very bad product,Madhya Pradesh,negative,0,0.9768244624137878
Books,Fiction Novel,1,Debit Card,1,Terrible experience,Maharashtra,negative,0,0.9610510468482971
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,4,Value for money,Karnataka,neutral,1,0.5708264708518982
Books,Biography,3,Debit Card,1,Terrible experience,Andhra Pradesh,negative,0,0.9610510468482971
Home & Kitchen,Vacuum Cleaner,1,UPI,2,Not satisfied,Madhya Pradesh,negative,0,0.9404667615890503
Clothing,Jacket,1,UPI,3,Okay product,Sikkim,positive,2,0.7045726180076599
Clothing,Jacket,1,Debit Card,2,Poor packaging,Bihar,negative,0,0.9881618618965149
Home & Kitchen,Air Fryer,5,Cash on Delivery,2,Not satisfied,Nagaland,negative,0,0.9404667615890503
Clothing,Jeans,2,UPI,2,Poor packaging,Andhra Pradesh,negative,0,0.9881618618965149
Home & Kitchen,Cookware Set,2,Cash on Delivery,3,Could be better,Rajasthan,positive,2,0.750451922416687
Books,Biography,5,Credit Card,3,Okay product,Telangana,positive,2,0.7045726180076599
Electronics,Smartphone,5,UPI,3,Average,Punjab,neutral,1,0.4617282748222351
Home & Kitchen,Cookware Set,5,Cash on Delivery,2,Disappointed,Assam,negative,0,0.986985981464386
Books,Fiction Novel,5,UPI,3,Okay product,Tripura,positive,2,0.7045726180076599
Clothing,Sneakers,1,UPI,1,Waste of money,Telangana,negative,0,0.994858980178833
Home & Kitchen,Vacuum Cleaner,4,Credit Card,2,Disappointed,Odisha,negative,0,0.986985981464386
Home & Kitchen,Air Fryer,2,UPI,5,Highly recommend!,Arunachal Pradesh,positive,2,0.9508875012397766
Beauty,Shampoo,1,Credit Card,1,Waste of money,Tamil Nadu,negative,0,0.994858980178833
Books,Children's Book,4,UPI,5,Highly recommend!,West Bengal,positive,2,0.9508875012397766
