Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State
Beauty,Hair Dryer,5,Credit Card,2,Quality could improve,Himachal Pradesh
Beauty,Shampoo,4,Credit Card,5,Loved it!,Uttarakhand
Home & Kitchen,Mixer Grinder,4,UPI,2,Quality could improve,Madhya Pradesh
Electronics,Headphones,3,Credit Card,3,Not bad,Uttarakhand
Beauty,Face Cream,2,UPI,1,Very bad product,Andhra Pradesh
Electronics,Laptop,1,UPI,4,Good quality,Bihar
Electronics,Laptop,5,Cash on Delivery,4,Would buy again,Tripura
Beauty,Shampoo,5,UPI,3,Okay product,Tamil Nadu
Books,Science Textbook,3,Debit Card,3,Average,Haryana
Books,Biography,4,Cash on Delivery,4,Value for money,Madhya Pradesh
Home & Kitchen,Air Fryer,3,Credit Card,4,Value for money,Tripura
Beauty,Hair Dryer,4,Debit Card,5,Fantastic quality!,Manipur
Books,Children's Book,1,Cash on Delivery,2,Disappointed,Haryana
Clothing,T-Shirt,5,Credit Card,2,Not satisfied,Telangana
Electronics,Headphones,2,UPI,2,Poor packaging,Arunachal Pradesh
Books,Children's Book,2,UPI,2,Quality could improve,Gujarat
Home & Kitchen,Water Purifier,5,Cash on Delivery,5,Fantastic quality!,Manipur
Electronics,Laptop,1,UPI,5,Fantastic quality!,Telangana
Home & Kitchen,Water Purifier,3,UPI,2,Not satisfied,Tripura
Books,Biography,4,Cash on Delivery,3,Fair deal,Bihar
Home & Kitchen,Water Purifier,5,Credit Card,1,Waste of money,Mizoram
Beauty,Face Cream,5,Cash on Delivery,3,Okay product,Sikkim
Electronics,Smartphone,3,UPI,4,Would buy again,Gujarat
Beauty,Lipstick,2,UPI,2,Poor packaging,Meghalaya
Beauty,Shampoo,4,Debit Card,1,Very bad product,Madhya Pradesh
Electronics,Headphones,2,Cash on Delivery,5,Excellent product!,Sikkim
Beauty,Perfume,4,Cash on Delivery,1,Defective item,Jharkhand
Home & Kitchen,Air Fryer,1,Debit Card,5,Excellent product!,Karnataka
Beauty,Face Cream,4,Credit Card,5,Highly recommend!,Goa
Home & Kitchen,Vacuum Cleaner,4,UPI,4,Satisfied with the product,Rajasthan
Electronics,Smartphone,3,Debit Card,3,Average,Telangana
Home & Kitchen,Mixer Grinder,4,Cash on Delivery,3,Fair deal,Arunachal Pradesh
Electronics,Smartwatch,3,Credit Card,2,Quality could improve,Telangana
Clothing,Saree,3,UPI,2,Product not as expected,Nagaland
Electronics,Smartphone,4,Cash on Delivery,5,Fantastic quality!,Mizoram
Clothing,Saree,2,Debit Card,3,Could be better,Bihar
Beauty,Face Cream,2,Debit Card,3,Could be better,Himachal Pradesh
Books,Comics,4,Credit Card,3,Not bad,Meghalaya
Beauty,Perfume,2,Debit Card,2,Poor packaging,Rajasthan
Beauty,Perfume,2,Debit Card,3,Not bad,Jharkhand
Clothing,Saree,5,Cash on Delivery,2,Poor packaging,Gujarat
Beauty,Perfume,2,Credit Card,5,Fantastic quality!,Kerala
Books,Comics,3,UPI,5,Fantastic quality!,Arunachal Pradesh
Home & Kitchen,Mixer Grinder,3,Debit Card,4,Satisfied with the product,West Bengal
Beauty,Perfume,1,Cash on Delivery,2,Disappointed,Sikkim
Books,Children's Book,1,Debit Card,2,Poor packaging,Gujarat
Books,Fiction Novel,5,Cash on Delivery,3,Okay product,Bihar
Clothing,Jacket,4,UPI,5,Worth every rupee!,Haryana
Electronics,Smartphone,2,UPI,2,Poor packaging,Rajasthan
Electronics,Tablet,1,UPI,5,Worth every rupee!,Maharashtra
Books,Children's Book,2,Cash on Delivery,5,Excellent product!,Karnataka
Clothing,Jacket,2,Cash on Delivery,2,Disappointed,Andhra Pradesh
Electronics,Tablet,1,UPI,2,Poor packaging,Goa
Books,Children's Book,5,Cash on Delivery,1,Terrible experience,Uttar Pradesh
Electronics,Tablet,3,Credit Card,5,Excellent product!,Himachal Pradesh
Beauty,Hair Dryer,3,Cash on Delivery,3,Not bad,Odisha
Electronics,Smartphone,3,Credit Card,3,Fair deal,Bihar
Home & Kitchen,Water Purifier,2,UPI,2,Product not as expected,Madhya Pradesh
Books,Comics,2,Credit Card,4,Good quality,Uttar Pradesh
Beauty,Perfume,4,Credit Card,3,Okay product,Haryana
Books,Children's Book,2,Cash on Delivery,5,Excellent product!,Andhra Pradesh
Clothing,Jacket,1,Cash on Delivery,2,Quality could improve,Arunachal Pradesh
Clothing,Jacket,2,Cash on Delivery,5,Worth every rupee!,Odisha
Books,Fiction Novel,2,UPI,5,Fantastic quality!,Uttar Pradesh
Electronics,Smartphone,3,Debit Card,3,Not bad,Tamil Nadu
Clothing,Sneakers,3,Debit Card,1,Never buying again,Meghalaya
Beauty,Face Cream,3,Debit Card,3,Not bad,Tamil Nadu
Books,Children's Book,5,Credit Card,2,Product not as expected,Punjab
Books,Fiction Novel,1,Debit Card,4,Good quality,Chhattisgarh
Beauty,Lipstick,2,Cash on Delivery,1,Waste of money,Kerala
Clothing,Jeans,1,Credit Card,1,Defective item,Tripura
Beauty,Face Cream,3,UPI,3,Okay product,Assam
Beauty,Shampoo,2,Credit Card,1,Very bad product,Haryana
Electronics,Tablet,3,Debit Card,5,Excellent product!,Goa
Books,Science Textbook,2,Debit Card,3,Average,Meghalaya
Electronics,Laptop,5,Cash on Delivery,2,Disappointed,Assam
Books,Science Textbook,3,Credit Card,4,Would buy again,Sikkim
Books,Science Textbook,4,Debit Card,4,Satisfied with the product,Punjab
Clothing,Saree,3,Cash on Delivery,4,Would buy again,Karnataka
Electronics,Smartphone,4,Debit Card,1,Terrible experience,Tripura
Home & Kitchen,Mixer Grinder,2,UPI,4,Pretty decent,Rajasthan
Clothing,Jacket,4,UPI,1,Waste of money,Arunachal Pradesh
Electronics,Smartphone,2,Cash on Delivery,5,Excellent product!,Arunachal Pradesh
Home & Kitchen,Air Fryer,4,Debit Card,5,Fantastic quality!,Kerala
Books,Comics,5,Credit Card,1,Never buying again,Rajasthan
Clothing,T-Shirt,3,Debit Card,5,Loved it!,Chhattisgarh
Books,Children's Book,1,UPI,3,Fair deal,Tamil Nadu
Clothing,Saree,3,Cash on Delivery,2,Disappointed,Nagaland
Clothing,Saree,4,Credit Card,5,Fantastic quality!,Uttar Pradesh
Electronics,Headphones,3,Debit Card,2,Product not as expected,Bihar
Home & Kitchen,Vacuum Cleaner,2,UPI,5,Highly recommend!,Chhattisgarh
Home & Kitchen,Mixer Grinder,2,Debit Card,1,Waste of money,Meghalaya
Books,Children's Book,5,Credit Card,1,Waste of money,Haryana
Clothing,Jacket,1,Cash on Delivery,2,Quality could improve,Karnataka
Beauty,Face Cream,1,UPI,2,Poor packaging,Nagaland
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,4,Pretty decent,Uttar Pradesh
Home & Kitchen,Cookware Set,2,Cash on Delivery,4,Pretty decent,Rajasthan
Home & Kitchen,Cookware Set,1,Credit Card,3,Not bad,Tripura
Electronics,Headphones,2,Credit Card,1,Waste of money,Kerala
Books,Fiction Novel,5,UPI,1,Never buying again,Uttar Pradesh
Electronics,Smartwatch,3,Credit Card,2,Not satisfied,Manipur
Electronics,Headphones,1,Cash on Delivery,2,Poor packaging,Telangana
Beauty,Lipstick,1,Cash on Delivery,5,Excellent product!,Gujarat
Clothing,Saree,5,Cash on Delivery,1,Defective item,Andhra Pradesh
Books,Fiction Novel,2,Cash on Delivery,3,Not bad,Tamil Nadu
Books,Children's Book,2,UPI,2,Not satisfied,Madhya Pradesh
Books,Biography,3,Debit Card,3,Fair deal,Kerala
Electronics,Laptop,5,Debit Card,4,Value for money,Telangana
Books,Fiction Novel,4,Debit Card,2,Quality could improve,Chhattisgarh
Beauty,Perfume,4,Cash on Delivery,1,Waste of money,Himachal Pradesh
Electronics,Smartwatch,2,UPI,4,Value for money,Arunachal Pradesh
Books,Biography,2,Credit Card,1,Waste of money,Meghalaya
Books,Biography,4,Cash on Delivery,3,Okay product,Tamil Nadu
Clothing,Sneakers,2,Debit Card,5,Worth every rupee!,Manipur
Books,Science Textbook,4,Credit Card,3,Could be better,Nagaland
Electronics,Smartphone,3,Cash on Delivery,3,Average,Jharkhand
Books,Science Textbook,4,Cash on Delivery,2,Product not as expected,Nagaland
Beauty,Hair Dryer,1,Cash on Delivery,2,Not satisfied,Tamil Nadu
Beauty,Face Cream,4,UPI,4,Pretty decent,Meghalaya
Home & Kitchen,Air Fryer,2,Debit Card,1,Very bad product,Gujarat
Clothing,T-Shirt,4,Cash on Delivery,4,Value for money,Odisha
Books,Fiction Novel,2,Cash on Delivery,3,Fair deal,Goa
Clothing,Jeans,4,Credit Card,5,Fantastic quality!,Nagaland
Beauty,Face Cream,2,Cash on Delivery,1,Terrible experience,Kerala
Beauty,Lipstick,1,Credit Card,3,Average,Karnataka
Books,Fiction Novel,1,Credit Card,3,Okay product,Telangana
Beauty,Hair Dryer,1,UPI,4,Value for money,Manipur
Beauty,Shampoo,4,Debit Card,2,Not satisfied,Himachal Pradesh
Clothing,Jacket,5,Credit Card,2,Not satisfied,West Bengal
Home & Kitchen,Mixer Grinder,2,Debit Card,1,Defective item,Uttarakhand
Electronics,Laptop,1,Cash on Delivery,1,Terrible experience,Punjab
Clothing,Jacket,5,Cash on Delivery,2,Not satisfied,West Bengal
Electronics,Headphones,3,Credit Card,3,Could be better,Nagaland
Electronics,Smartphone,5,UPI,1,Defective item,Goa
Electronics,Smartwatch,4,UPI,4,Would buy again,Assam
Beauty,Shampoo,3,Cash on Delivery,2,Quality could improve,Mizoram
Electronics,Smartphone,4,UPI,3,Average,Chhattisgarh
Electronics,Smartwatch,4,Cash on Delivery,3,Average,Manipur
Home & Kitchen,Vacuum Cleaner,1,UPI,3,Fair deal,Jharkhand
Clothing,T-Shirt,5,Debit Card,2,Quality could improve,Uttarakhand
Electronics,Tablet,5,Cash on Delivery,3,Average,Himachal Pradesh
Electronics,Headphones,4,UPI,5,Fantastic quality!,Nagaland
Electronics,Tablet,4,Cash on Delivery,3,Not bad,Kerala
Beauty,Face Cream,1,UPI,5,Loved it!,Manipur
Home & Kitchen,Cookware Set,4,Cash on Delivery,1,Never buying again,Andhra Pradesh
Books,Children's Book,2,Credit Card,3,Could be better,Tripura
Electronics,Tablet,3,Debit Card,3,Not bad,Rajasthan
Clothing,Jeans,2,Debit Card,1,Terrible experience,Mizoram
Books,Biography,2,Cash on Delivery,2,Disappointed,Madhya Pradesh
Electronics,Tablet,3,UPI,5,Fantastic quality!,Telangana
Clothing,Jacket,5,Cash on Delivery,5,Worth every rupee!,Goa
Books,Children's Book,4,Cash on Delivery,4,Would buy again,Andhra Pradesh
Electronics,Tablet,3,Cash on Delivery,5,Loved it!,Punjab
Electronics,Smartwatch,2,Cash on Delivery,3,Could be better,West Bengal
Books,Fiction Novel,1,Debit Card,1,Terrible experience,Kerala
Home & Kitchen,Mixer Grinder,1,Credit Card,1,Never buying again,Tripura
Home & Kitchen,Air Fryer,5,Credit Card,5,Loved it!,Punjab
Beauty,Perfume,5,Cash on Delivery,4,Pretty decent,Haryana
Clothing,Sneakers,1,Credit Card,1,Very bad product,Karnataka
Electronics,Tablet,5,Cash on Delivery,1,Very bad product,Telangana
Beauty,Hair Dryer,5,Credit Card,2,Product not as expected,Assam
Clothing,Jacket,3,Credit Card,1,Very bad product,Sikkim
Electronics,Laptop,1,Credit Card,2,Product not as expected,Nagaland
Clothing,T-Shirt,4,Credit Card,1,Terrible experience,Uttarakhand
Clothing,Jeans,3,Cash on Delivery,1,Defective item,Madhya Pradesh
Home & Kitchen,Air Fryer,5,Credit Card,2,Quality could improve,Gujarat
Books,Comics,4,Cash on Delivery,4,Satisfied with the product,Mizoram
Beauty,Shampoo,2,Credit Card,5,Excellent product!,Sikkim
Electronics,Laptop,2,UPI,1,Waste of money,Meghalaya
Electronics,Headphones,1,Cash on Delivery,2,Quality could improve,Tripura
Clothing,Saree,2,Debit Card,1,Defective item,Nagaland
Books,Children's Book,3,Debit Card,3,Not bad,Chhattisgarh
Beauty,Perfume,3,Credit Card,4,Satisfied with the product,Punjab
Clothing,Jacket,1,Debit Card,2,Disappointed,Jharkhand
Home & Kitchen,Cookware Set,5,Credit Card,1,Defective item,Karnataka
Books,Science Textbook,2,UPI,4,Satisfied with the product,Maharashtra
Books,Fiction Novel,5,Cash on Delivery,5,Highly recommend!,Rajasthan
Books,Fiction Novel,2,Cash on Delivery,1,Never buying again,Karnataka
Electronics,Laptop,3,Cash on Delivery,1,Terrible experience,Bihar
Electronics,Laptop,1,Credit Card,4,Pretty decent,Bihar
Clothing,Jeans,3,Cash on Delivery,4,Satisfied with the product,Mizoram
Beauty,Lipstick,2,UPI,4,Satisfied with the product,Sikkim
Home & Kitchen,Cookware Set,1,UPI,1,Never buying again,Assam
Books,Science Textbook,2,Credit Card,5,Highly recommend!,Arunachal Pradesh
Clothing,T-Shirt,3,Credit Card,5,Loved it!,Uttarakhand
Beauty,Shampoo,3,UPI,3,Okay product,Chhattisgarh
Electronics,Laptop,4,UPI,1,Defective item,Goa
Electronics,Smartphone,1,UPI,5,Fantastic quality!,West Bengal
Books,Children's Book,2,UPI,4,Pretty decent,Arunachal Pradesh
Home & Kitchen,Cookware Set,1,UPI,2,Product not as expected,Gujarat
Clothing,Jeans,5,Debit Card,2,Disappointed,Bihar
Books,Comics,1,Cash on Delivery,5,Worth every rupee!,Meghalaya
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,4,Good quality,Gujarat
Beauty,Face Cream,2,Debit Card,5,Fantastic quality!,Bihar
Books,Children's Book,5,Cash on Delivery,5,Worth every rupee!,Arunachal Pradesh
Clothing,Sneakers,2,Credit Card,2,Not satisfied,Odisha
Home & Kitchen,Cookware Set,1,UPI,2,Quality could improve,Rajasthan
Books,Comics,5,UPI,2,Product not as expected,Uttarakhand
Books,Science Textbook,3,Cash on Delivery,4,Would buy again,Madhya Pradesh
Home & Kitchen,Mixer Grinder,4,Credit Card,1,Terrible experience,Sikkim
Books,Comics,5,Cash on Delivery,1,Terrible experience,Meghalaya
Books,Comics,4,Credit Card,2,Disappointed,Mizoram
Home & Kitchen,Vacuum Cleaner,4,Debit Card,4,Value for money,Punjab
Beauty,Face Cream,1,Debit Card,1,Very bad product,Tamil Nadu
Home & Kitchen,Cookware Set,4,Credit Card,3,Okay product,Odisha
Clothing,T-Shirt,5,Debit Card,4,Good quality,Himachal Pradesh
Home & Kitchen,Air Fryer,1,Cash on Delivery,1,Terrible experience,Arunachal Pradesh
Beauty,Hair Dryer,3,Debit Card,3,Average,Kerala
Home & Kitchen,Water Purifier,3,Credit Card,3,Okay product,Haryana
Books,Biography,2,UPI,5,Worth every rupee!,Punjab
Home & Kitchen,Water Purifier,4,Credit Card,3,Not bad,Tamil Nadu
Home & Kitchen,Air Fryer,3,Credit Card,3,Fair deal,Assam
Home & Kitchen,Water Purifier,5,Credit Card,2,Poor packaging,Andhra Pradesh
Books,Fiction Novel,5,Cash on Delivery,4,Pretty decent,Gujarat
Home & Kitchen,Air Fryer,5,Credit Card,5,Worth every rupee!,Rajasthan
Beauty,Hair Dryer,1,Debit Card,3,Average,Meghalaya
Clothing,T-Shirt,3,Cash on Delivery,4,Pretty decent,Uttarakhand
Clothing,T-Shirt,2,Debit Card,1,Never buying again,Assam
Home & Kitchen,Vacuum Cleaner,4,Debit Card,2,Disappointed,Manipur
Beauty,Shampoo,5,UPI,5,Fantastic quality!,Uttar Pradesh
Home & Kitchen,Water Purifier,5,Credit Card,2,Poor packaging,Rajasthan
Beauty,Face Cream,1,Debit Card,3,Not bad,Arunachal Pradesh
Books,Children's Book,4,Debit Card,1,Never buying again,Kerala
Home & Kitchen,Water Purifier,4,Cash on Delivery,1,Very bad product,Nagaland
Books,Biography,1,UPI,2,Quality could improve,Telangana
Home & Kitchen,Cookware Set,5,Cash on Delivery,2,Product not as expected,Maharashtra
Clothing,T-Shirt,3,Cash on Delivery,2,Disappointed,Uttarakhand
Clothing,Jeans,4,Cash on Delivery,4,Would buy again,Kerala
Books,Science Textbook,5,UPI,2,Not satisfied,Uttar Pradesh
Home & Kitchen,Vacuum Cleaner,3,Cash on Delivery,1,Very bad product,Tamil Nadu
Clothing,Saree,4,Credit Card,1,Terrible experience,Arunachal Pradesh
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,2,Quality could improve,Uttarakhand
Books,Comics,2,UPI,4,Would buy again,Punjab
Beauty,Hair Dryer,4,Cash on Delivery,3,Could be better,Himachal Pradesh
Books,Comics,1,UPI,4,Satisfied with the product,Mizoram
Clothing,Saree,1,UPI,4,Pretty decent,Arunachal Pradesh
Home & Kitchen,Cookware Set,4,Cash on Delivery,3,Could be better,Telangana
Clothing,Jacket,3,Cash on Delivery,1,Very bad product,Assam
Home & Kitchen,Water Purifier,1,Credit Card,5,Worth every rupee!,Uttarakhand
Home & Kitchen,Air Fryer,1,Debit Card,3,Could be better,Jharkhand
Electronics,Smartwatch,2,Credit Card,3,Okay product,Assam
Books,Fiction Novel,4,Credit Card,1,Very bad product,Gujarat
Books,Biography,1,Cash on Delivery,3,Not bad,Mizoram
Clothing,Jeans,4,Debit Card,5,Highly recommend!,Bihar
Books,Fiction Novel,5,Credit Card,5,Excellent product!,Bihar
Electronics,Tablet,4,Debit Card,4,Value for money,Telangana
Books,Science Textbook,2,Credit Card,4,Satisfied with the product,Haryana
Clothing,Jacket,1,Cash on Delivery,5,Loved it!,Nagaland
Electronics,Tablet,3,UPI,5,Worth every rupee!,Madhya Pradesh
Electronics,Laptop,2,Debit Card,1,Waste of money,Gujarat
Beauty,Perfume,2,Cash on Delivery,1,Waste of money,Gujarat
Electronics,Headphones,5,Cash on Delivery,1,Terrible experience,Mizoram
Clothing,T-Shirt,5,Credit Card,1,Terrible experience,Sikkim
Home & Kitchen,Mixer Grinder,1,UPI,5,Loved it!,Haryana
Electronics,Headphones,2,UPI,5,Highly recommend!,Odisha
Books,Science Textbook,1,Debit Card,5,Fantastic quality!,Rajasthan
Beauty,Perfume,1,Debit Card,5,Loved it!,Goa
Beauty,Perfume,5,Debit Card,4,Pretty decent,Nagaland
Clothing,Jeans,3,Credit Card,3,Average,Telangana
Beauty,Lipstick,4,Debit Card,3,Okay product,Nagaland
Electronics,Smartwatch,4,Credit Card,5,Loved it!,Maharashtra
Clothing,Sneakers,4,Cash on Delivery,5,Worth every rupee!,Telangana
Clothing,Jeans,4,Cash on Delivery,1,Terrible experience,Bihar
Beauty,Lipstick,1,Debit Card,1,Terrible experience,Tripura
Beauty,Hair Dryer,5,Cash on Delivery,3,Fair deal,Rajasthan
Electronics,Laptop,3,Cash on Delivery,1,Defective item,Odisha
Clothing,T-Shirt,3,Cash on Delivery,2,Poor packaging,Kerala
Electronics,Laptop,5,Credit Card,1,Very bad product,Sikkim
Electronics,Headphones,3,Cash on Delivery,2,Not satisfied,Manipur
Electronics,Smartwatch,3,Credit Card,5,Excellent product!,Tamil Nadu
Beauty,Hair Dryer,1,UPI,4,Would buy again,Sikkim
Clothing,T-Shirt,1,Credit Card,4,Satisfied with the product,Maharashtra
Clothing,Jacket,1,Debit Card,5,Fantastic quality!,Bihar
Beauty,Lipstick,4,UPI,2,Poor packaging,Goa
Home & Kitchen,Mixer Grinder,3,UPI,4,Pretty decent,Uttar Pradesh
Beauty,Face Cream,5,Cash on Delivery,1,Terrible experience,Goa
Electronics,Smartwatch,3,UPI,1,Never buying again,Nagaland
Books,Fiction Novel,2,Credit Card,2,Poor packaging,Madhya Pradesh
Electronics,Laptop,5,Credit Card,5,Worth every rupee!,Mizoram
Clothing,T-Shirt,5,Cash on Delivery,2,Disappointed,Karnataka
Electronics,Tablet,4,UPI,4,Would buy again,Sikkim
Clothing,Jacket,3,Credit Card,5,Loved it!,Goa
Books,Children's Book,3,Credit Card,3,Fair deal,Nagaland
Electronics,Smartphone,3,UPI,4,Would buy again,Punjab
Books,Comics,5,Credit Card,2,Quality could improve,Manipur
Home & Kitchen,Water Purifier,5,Credit Card,4,Value for money,Kerala
Home & Kitchen,Vacuum Cleaner,4,UPI,4,Good quality,Karnataka
Books,Science Textbook,4,Credit Card,5,Worth every rupee!,Nagaland
Home & Kitchen,Water Purifier,3,Credit Card,4,Good quality,Karnataka
Electronics,Tablet,2,Debit Card,4,Would buy again,West Bengal
Beauty,Perfume,2,Debit Card,1,Terrible experience,Kerala
Electronics,Tablet,4,UPI,4,Good quality,Maharashtra
Clothing,Jacket,4,Credit Card,3,Average,Tripura
Beauty,Hair Dryer,3,Debit Card,5,Loved it!,Rajasthan
Beauty,Perfume,3,Cash on Delivery,4,Would buy again,Maharashtra
Clothing,T-Shirt,1,Credit Card,5,Fantastic quality!,Uttarakhand
Clothing,Sneakers,5,Cash on Delivery,5,Highly recommend!,Telangana
Electronics,Smartwatch,4,Debit Card,1,Terrible experience,Karnataka
Home & Kitchen,Mixer Grinder,1,Debit Card,1,Never buying again,Punjab
Electronics,Tablet,1,UPI,1,Terrible experience,Haryana
Beauty,Shampoo,2,UPI,2,Disappointed,Odisha
Clothing,Saree,1,Cash on Delivery,4,Satisfied with the product,Nagaland
Clothing,Jacket,5,Cash on Delivery,1,Very bad product,Gujarat
Books,Fiction Novel,4,Cash on Delivery,1,Very bad product,Madhya Pradesh
Beauty,Hair Dryer,1,Debit Card,4,Value for money,Tripura
Beauty,Face Cream,1,UPI,3,Average,Nagaland
Clothing,T-Shirt,1,UPI,3,Average,Telangana
Books,Children's Book,5,Credit Card,1,Never buying again,Himachal Pradesh
Home & Kitchen,Cookware Set,2,Credit Card,3,Okay product,Kerala
Home & Kitchen,Water Purifier,2,Credit Card,2,Disappointed,Manipur
Clothing,T-Shirt,2,Credit Card,2,Not satisfied,Manipur
Clothing,Jeans,2,Debit Card,4,Pretty decent,Madhya Pradesh
Home & Kitchen,Vacuum Cleaner,4,UPI,2,Not satisfied,Andhra Pradesh
Beauty,Hair Dryer,1,Cash on Delivery,5,Fantastic quality!,Telangana
Home & Kitchen,Vacuum Cleaner,2,Credit Card,2,Product not as expected,Arunachal Pradesh
Books,Biography,2,UPI,1,Waste of money,Jharkhand
Beauty,Face Cream,2,UPI,4,Good quality,Punjab
Home & Kitchen,Mixer Grinder,2,Cash on Delivery,3,Fair deal,Andhra Pradesh
Books,Biography,3,Cash on Delivery,4,Value for money,Mizoram
Clothing,T-Shirt,2,Credit Card,2,Quality could improve,Chhattisgarh
Clothing,Jeans,4,Credit Card,5,Fantastic quality!,Jharkhand
Beauty,Face Cream,2,Cash on Delivery,3,Average,Andhra Pradesh
Electronics,Smartphone,2,UPI,5,Fantastic quality!,Jharkhand
Beauty,Lipstick,4,Cash on Delivery,5,Highly recommend!,Haryana
Books,Comics,1,UPI,4,Satisfied with the product,Gujarat
Books,Science Textbook,5,Credit Card,2,Disappointed,West Bengal
Clothing,Jeans,2,UPI,2,Not satisfied,Karnataka
Home & Kitchen,Cookware Set,5,Credit Card,1,Waste of money,Andhra Pradesh
Electronics,Tablet,3,UPI,4,Good quality,Tripura
Beauty,Lipstick,2,Cash on Delivery,2,Quality could improve,Uttarakhand
Electronics,Tablet,4,Debit Card,2,Poor packaging,Tamil Nadu
Beauty,Lipstick,3,Credit Card,2,Poor packaging,Uttarakhand
Beauty,Perfume,4,Cash on Delivery,1,Waste of money,Himachal Pradesh
Home & Kitchen,Cookware Set,4,Cash on Delivery,5,Fantastic quality!,Nagaland
Books,Fiction Novel,2,UPI,1,Terrible experience,Mizoram
Home & Kitchen,Air Fryer,5,UPI,1,Very bad product,Nagaland
Electronics,Laptop,5,Credit Card,4,Value for money,Odisha
Clothing,Jeans,4,Debit Card,5,Fantastic quality!,Odisha
Books,Comics,3,Credit Card,2,Poor packaging,Chhattisgarh
Home & Kitchen,Cookware Set,1,UPI,1,Defective item,Bihar
Books,Biography,1,Debit Card,3,Fair deal,Arunachal Pradesh
Electronics,Laptop,2,Credit Card,5,Highly recommend!,Manipur
Electronics,Tablet,5,Debit Card,3,Could be better,Kerala
Electronics,Laptop,1,Cash on Delivery,5,Excellent product!,Chhattisgarh
Clothing,Sneakers,4,Debit Card,4,Value for money,Chhattisgarh
Beauty,Perfume,4,Cash on Delivery,4,Pretty decent,Himachal Pradesh
Clothing,Jeans,3,Cash on Delivery,1,Never buying again,Kerala
Home & Kitchen,Air Fryer,5,Debit Card,4,Pretty decent,Odisha
Electronics,Smartwatch,2,Debit Card,4,Pretty decent,Haryana
Electronics,Smartwatch,4,Cash on Delivery,5,Loved it!,Haryana
Books,Children's Book,1,UPI,4,Value for money,Himachal Pradesh
Books,Fiction Novel,2,Cash on Delivery,2,Poor packaging,Uttar Pradesh
Books,Fiction Novel,1,Debit Card,5,Fantastic quality!,Jharkhand
Home & Kitchen,Air Fryer,3,Credit Card,1,Never buying again,Assam
Beauty,Face Cream,4,UPI,1,Waste of money,Odisha
Books,Biography,2,Cash on Delivery,5,Loved it!,Madhya Pradesh
Clothing,Saree,4,Debit Card,4,Value for money,Odisha
Books,Children's Book,2,Debit Card,4,Would buy again,Gujarat
Beauty,Face Cream,1,Debit Card,5,Fantastic quality!,Telangana
Electronics,Tablet,4,Cash on Delivery,4,Would buy again,Assam
Beauty,Lipstick,4,Credit Card,4,Would buy again,Telangana
Electronics,Laptop,4,Debit Card,5,Worth every rupee!,Karnataka
Beauty,Perfume,1,Credit Card,2,Not satisfied,Uttar Pradesh
Beauty,Lipstick,5,Credit Card,3,Could be better,Meghalaya
Electronics,Laptop,2,Credit Card,5,Excellent product!,Goa
Home & Kitchen,Mixer Grinder,3,Debit Card,3,Could be better,Meghalaya
Electronics,Headphones,2,UPI,5,Fantastic quality!,Uttarakhand
Beauty,Hair Dryer,5,UPI,1,Defective item,Tamil Nadu
Electronics,Headphones,5,Credit Card,5,Fantastic quality!,Tamil Nadu
Home & Kitchen,Cookware Set,5,Cash on Delivery,2,Product not as expected,Odisha
Beauty,Face Cream,3,Credit Card,4,Pretty decent,Uttarakhand
Books,Fiction Novel,4,Debit Card,1,Waste of money,Bihar
Clothing,Sneakers,1,UPI,4,Good quality,Punjab
Beauty,Face Cream,1,UPI,3,Average,Rajasthan
Electronics,Laptop,4,Debit Card,4,Satisfied with the product,Jharkhand
Beauty,Face Cream,5,UPI,1,Never buying again,Arunachal Pradesh
Books,Children's Book,1,Debit Card,5,Worth every rupee!,Telangana
Electronics,Headphones,4,Debit Card,5,Worth every rupee!,Uttar Pradesh
Home & Kitchen,Mixer Grinder,3,UPI,4,Pretty decent,Odisha
Clothing,Saree,3,UPI,4,Pretty decent,Madhya Pradesh
Electronics,Smartphone,2,Debit Card,4,Good quality,Assam
Clothing,Jeans,1,UPI,2,Disappointed,Tripura
Home & Kitchen,Vacuum Cleaner,4,Debit Card,5,Worth every rupee!,Arunachal Pradesh
Books,Fiction Novel,1,UPI,2,Not satisfied,Tripura
Books,Biography,1,UPI,4,Value for money,Karnataka
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,1,Terrible experience,Kerala
Electronics,Headphones,1,UPI,2,Disappointed,Uttarakhand
Clothing,Saree,4,Debit Card,4,Pretty decent,Maharashtra
Home & Kitchen,Vacuum Cleaner,3,Credit Card,1,Never buying again,Maharashtra
Clothing,Jeans,3,Credit Card,4,Would buy again,West Bengal
Electronics,Smartwatch,1,UPI,5,Loved it!,Bihar
Books,Fiction Novel,1,Debit Card,2,Disappointed,West Bengal
Electronics,Smartwatch,4,Cash on Delivery,1,Terrible experience,Tripura
Electronics,Smartwatch,5,UPI,2,Poor packaging,Haryana
Clothing,T-Shirt,1,Credit Card,1,Terrible experience,Telangana
Books,Biography,1,Cash on Delivery,5,Loved it!,Rajasthan
Books,Comics,2,Cash on Delivery,3,Average,West Bengal
Electronics,Tablet,4,Credit Card,2,Quality could improve,Punjab
